Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product subtitle (product.metafields.descriptors.subtitle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),video (product.metafields.my_fields.video),Chamois type (product.metafields.next_cart.chamois-type),Colección Agu (product.metafields.next_cart.coleccion-agu),Color (product.metafields.next_cart.color),Color Anteojo (product.metafields.next_cart.color-anteojo),Cross-sell Products (product.metafields.next_cart.complementary_products),Genero (product.metafields.next_cart.genero),Height (product.metafields.next_cart.height),ISBN (product.metafields.next_cart.isbn),Length (product.metafields.next_cart.length),Short Description (product.metafields.next_cart.short_description),Talla (product.metafields.next_cart.talla),Talla accesorios (product.metafields.next_cart.talla-accesorios),Temperatura (product.metafields.next_cart.temperatura),Temporada (product.metafields.next_cart.temporada),Tipo Lente (product.metafields.next_cart.tipo-lente),Up-sell Products (product.metafields.next_cart.up_sell_products),Width (product.metafields.next_cart.width),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Compatible bike type (product.metafields.shopify.compatible-bike-type),Compatible eyewear type (product.metafields.shopify.compatible-eyewear-type),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Lens color (product.metafields.shopify.lens-color),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Optical frame design (product.metafields.shopify.optical-frame-design),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),UV protection (product.metafields.shopify.uv-protection),Vehicle placement (product.metafields.shopify.vehicle-placement),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Chile,Price / Chile,Compare At Price / Chile,Status
chaleco-reflectante-ciclismo-hombre-agu-body-ii-negro-termico-cortaviento-y-alta-visibilidad,Chaleco Reflectante Ciclismo Hombre AGU Body II | Térmico y Cortaviento,"<h3>Chaleco Térmico Reflectante Ciclismo Hombre AGU Body II | Visibilidad y Calor en Invierno</h3><p>El Chaleco AGU Body II Hombre combina aislación térmica, protección cortaviento y reflectividad de alta visibilidad en una sola prenda, creando el chaleco de ciclismo invernal más completo para las rutas oscuras del invierno chileno. Ya sea en el amanecer de Santiago o en las carreteras del sur con escasa iluminación, el Body II garantiza que otros usuarios de la vía te vean con suficiente antelación para reaccionar de forma segura.</p><h3>Tejido Térmico con Barrera Cortaviento</h3><p>La cara exterior del chaleco actúa como barrera cortaviento que bloquea las corrientes de aire frío directamente sobre el núcleo corporal, mientras que el interior térmico retiene el calor generado por el esfuerzo. Esta combinación es especialmente efectiva para el ciclismo de invierno en Chile, donde los cambios bruscos de temperatura entre el valle y la cordillera pueden superar los 10 °C en pocos kilómetros de ascenso.</p><h3>Reflectividad de Alta Visibilidad para Seguridad en Ruta</h3><p>Los paneles reflectantes están distribuidos en el frente, los laterales y la espalda para maximizar la visibilidad desde todos los ángulos con la iluminación de los vehículos. Esta característica es fundamental para el ciclismo en las condiciones de baja luz del invierno chileno: salidas antes del amanecer, rutas con niebla en el sur o las oscuras bajadas de la cordillera al atardecer en los meses de junio y julio.</p><h3>Para el Ciclismo de Invierno Seguro en Chile</h3><p>Recomendado para temperaturas de 4–12 °C. Funciona como capa exterior en días fríos y claros, o como capa intermedia bajo una chaqueta impermeable cuando llueve. Su diseño ergonómico sin mangas preserva la movilidad total de los brazos para un pedaleo seguro y eficiente en cualquier condición del invierno chileno.</p><h3>Guía de Tallas AGU Hombre</h3><table>
<thead><tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;94 cm</td>
<td>&lt;84 cm</td>
</tr>
<tr>
<td>S</td>
<td>94–98 cm</td>
<td>84–88 cm</td>
</tr>
<tr>
<td>M</td>
<td>98–102 cm</td>
<td>88–92 cm</td>
</tr>
<tr>
<td>L</td>
<td>102–106 cm</td>
<td>92–96 cm</td>
</tr>
<tr>
<td>XL</td>
<td>106–111 cm</td>
<td>96–101 cm</td>
</tr>
<tr>
<td>XXL</td>
<td>111–117 cm</td>
<td>101–107 cm</td>
</tr>
</tbody>
</table><p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Vests,Chaquetas Hombre,"agu, chaleco-reflectante, chaquetas-hombre, ciclismo-chile, cortaviento, essential, hombre-ropa-ciclismo, otono-invierno",true,Talla,S,,,,,,,,44911400-527-03,0.0,shopify,1,continue,manual,99990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44911500-527-1_7752c056-367e-4d98-9d21-7bea186a82e2.webp?v=1762463692,1,Chaleco reflectante ciclismo hombre AGU Body II negro térmico cortaviento vista frontal,false,Chaleco Reflectante Hombre AGU Body II | Térmico y Cortaviento,"Chaleco reflectante AGU Body II hombre. Térmico, cortaviento y alta visibilidad para ciclismo nocturno y con lluvia. Tallas S a XXXL. Envío a Chile.",5322,,,,,,,,,,,Chaleco térmico y ultra reflectante para enfrentar el frío con,,,,Essential,,,guantes-merino-agu-impermeables-unisex-ciclismo; baselayer-lana-merino-manga-larga-agu-winterday-primera-capa-ciclismo-gris; cintillo-softshell-ciclismo-invierno-agu-negro; cubrecalzado-ciclismo-agu-cortaviento-impermeable-sin-cierre; cubrepunteras-ciclismo-agu-negro-frio-y-viento,Hombre,,,,"Chaleco térmico y ultra reflectante para enfrentar el frío con comodidad y estilo. Fabricado con materiales reciclados y eco-friendly.
<ul>
 	<li><strong>Fabricado con polyester:</strong> reciclado Greensphere.</li>
 	<li><strong>A prueba de viento:</strong> para mayor protección.</li>
 	<li><strong>Diseño ultra reflectante:</strong> para mejorar la visibilidad en condiciones de poca luz.</li>
</ul>",,,"0-8
-10","Otoño
Invierno",,calzas-largas-ciclismo-hombre-agu-switch-coldblack; calza-larga-invierno-ciclismo-hombre-agu-six6-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44911500-527-1_7752c056-367e-4d98-9d21-7bea186a82e2.webp?v=1762463692,kg,,,true,,,active
chaleco-reflectante-ciclismo-hombre-agu-body-ii-negro-termico-cortaviento-y-alta-visibilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44911500-527-a-1_0d37d18e-45bf-46b5-accc-7b0fb812bdf8.jpg?v=1762463697,2,Chaleco reflectante AGU Body II hombre vista trasera alta visibilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaleco-reflectante-ciclismo-hombre-agu-body-ii-negro-termico-cortaviento-y-alta-visibilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/My-project-5_d4338a78-86e5-4718-a160-c6efeacbb8a5.jpg?v=1762463697,3,Chaleco AGU Body II hombre detalle reflectantes laterales nocturnos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaleco-reflectante-ciclismo-hombre-agu-body-ii-negro-termico-cortaviento-y-alta-visibilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/My-project-7_73c28d0f-6790-425a-a4c7-b5f48dcae929.jpg?v=1762463697,4,Chaleco AGU Body II hombre detalle cierre frontal y cuello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaleco-reflectante-ciclismo-hombre-agu-body-ii-negro-termico-cortaviento-y-alta-visibilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/My-project-6_ab1143a1-a954-44c1-9805-a66ed4cf8893.jpg?v=1762463697,5,Chaleco reflectante AGU Body II hombre en uso ciclismo nocturno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaleco-reflectante-ciclismo-hombre-agu-body-ii-negro-termico-cortaviento-y-alta-visibilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/My-project-8_0396b06b-3bef-4c77-89c1-0c556eb2340b.jpg?v=1762463697,6,My project-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaleco-reflectante-ciclismo-hombre-agu-body-ii-negro-termico-cortaviento-y-alta-visibilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Untitled_e770e6cf-cc5a-445b-a5f9-9eba4bb11777.png?v=1762463697,7,Untitled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaleco-reflectante-ciclismo-hombre-agu-body-ii-negro-termico-cortaviento-y-alta-visibilidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Untitled2_64e38d16-4848-4421-b354-11863f4fa19e.png?v=1762463697,8,Untitled2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselayer-ciclismo-sin-mangas-agu-primera-capa-transpirable,Baselayer Ciclismo Sin Mangas AGU | Primera Capa Transpirable,"<h3>Baselayer Sin Mangas AGU | Primera Capa Transpirable para el Ciclismo</h3><p>El Baselayer Sin Mangas AGU es la primera capa fundamental del sistema de equipamiento para ciclismo de alto rendimiento. Diseñado para usarse directamente sobre la piel debajo del jersey o tricota, gestiona la humedad corporal de forma activa: transfiriendo el sudor desde la piel hacia las capas exteriores para mantener el cuerpo seco y a temperatura óptima durante toda la rodada, en cualquier condición climática de Chile.</p><h3>Tecnología de Gestión Activa de la Humedad</h3><p>El tejido utiliza fibras de evacuación de humedad de alta eficiencia que capturan el sudor de la piel y lo transfieren hacia el exterior de la prenda casi instantáneamente. Esta tecnología es especialmente valiosa en el ciclismo de esfuerzo variable —con alternancia de ascensos intensos y descensos— donde la temperatura corporal cambia constantemente y la gestión del sudor previene el enfriamiento súbito que produce el tejido húmedo sobre la piel.</p><h3>Diseño Sin Mangas para Máxima Movilidad</h3><p>El diseño sin mangas libera completamente los hombros y la zona axilar, donde la concentración de sudor y el roce con el jersey son mayores. El corte ajustado con costuras planas en las zonas de contacto elimina las irritaciones durante rodadas largas. El cuello bajo se adapta sin problema a cualquier tricota o jersey, sin dejar marcas visibles en el cuello o los hombros.</p><h3>Imprescindible para el Ciclismo Chileno en Todas las Temporadas</h3><p>El baselayer AGU mejora el rendimiento de cualquier tricota o jersey en todas las estaciones: en verano aumenta la eficiencia de evacuación del sudor; en invierno añade una capa extra de aislación y mantiene la piel seca bajo las capas térmicas. Una inversión mínima con un impacto máximo en el confort y el rendimiento durante el ciclismo en Chile.</p><h3>Guía de Tallas AGU Hombre</h3><table>
<thead><tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;94 cm</td>
<td>&lt;84 cm</td>
</tr>
<tr>
<td>S</td>
<td>94–98 cm</td>
<td>84–88 cm</td>
</tr>
<tr>
<td>M</td>
<td>98–102 cm</td>
<td>88–92 cm</td>
</tr>
<tr>
<td>L</td>
<td>102–106 cm</td>
<td>92–96 cm</td>
</tr>
<tr>
<td>XL</td>
<td>106–111 cm</td>
<td>96–101 cm</td>
</tr>
<tr>
<td>XXL</td>
<td>111–117 cm</td>
<td>101–107 cm</td>
</tr>
</tbody>
</table><p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Apparel & Accessories > Clothing > Activewear > Activewear Tops > Tank Tops,Ropa Interior,"accesorios, agu, base-layer, base-layers, baselayer, ciclismo-chile, essential, primera-capa, ropa-ciclismo-mujer",true,Talla,XS,,,,,,,,473133-02,0.0,shopify,2,deny,manual,29990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/33.webp?v=1762463687,1,Baselayer sin mangas ciclismo AGU primera capa transpirable negra vista frontal,false,Baselayer Sin Mangas AGU | Primera Capa Ciclismo Transpirable,Baselayer sin mangas AGU para ciclismo. Primera capa que regula la temperatura y mantiene la piel seca.,5322,,,,,,,,,,,La regulación perfecta de la temperatura comienza con las capas. Las,,,,Essential,,,,,,,,"La base de tu comodidad sobre la bicicleta.
Esta primera capa sin mangas de AGU regula la temperatura, evacúa la humedad y mantiene tu piel seca durante cada salida.
Gracias a su tecnología seamless y tratamiento Polygiene anti olor, ofrece máxima comodidad, ventilación y frescura en rutas de primavera, verano y otoño.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/33.webp?v=1762463687,kg,,,true,,,active
baselayer-ciclismo-sin-mangas-agu-primera-capa-transpirable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/34.jpg?v=1762463687,2,Baselayer sin mangas AGU primera capa vista trasera ciclismo verano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sosten-deportivo-ciclismo-mujer-seamless-agu,Sostén Deportivo Ciclismo Mujer AGU Seamless | Transpirable,"<h3>Sostén Deportivo Ciclismo Mujer AGU Seamless Transpirable</h3><p>El Sostén Deportivo Ciclismo Mujer AGU Seamless es la versión más transpirable y técnica de la línea de ropa interior femenina para ciclismo de AGU. Diseñado con tejido sin costuras de alta tecnología que combina soporte funcional, máxima transpirabilidad y ausencia total de fricción para el uso prolongado bajo la ropa de ciclismo en Chile.</p><h3>Tejido Sin Costuras de Alta Transpirabilidad</h3><p>La construcción seamless con tejido técnico altamente transpirable garantiza una evacuación eficiente de la humedad corporal, siendo especialmente valiosa durante los entrenamientos intensos de verano. El tejido crea un microambiente seco y confortable en contacto con la piel que reduce la irritación y el malestar en salidas largas por cualquier ruta del territorio chileno.</p><h3>Soporte Ergonómico y Ajuste Perfecto</h3><p>El tejido elástico en cuatro vías ofrece soporte adecuado para el ciclismo de ruta sin la restricción de los sostenes de alta compresión deportiva. El corte ergonómico femenino se adapta perfectamente bajo la tricota sin marcar ni crear pliegues visibles. Construcción sin costuras en las zonas de mayor contacto para máxima comodidad durante la ruta.</p><h3>Base Esencial para la Ciclista Chilena</h3><p>Ideal para temperaturas entre 15°C y 35°C como capa de base bajo cualquier tricota AGU. Una pieza esencial del equipamiento interior de la ciclista que busca el máximo confort durante las rodadas en el Gran Santiago, los entrenamientos en la precordillera o las salidas en ruta por cualquier zona de Chile.</p><h3>Guía de Tallas AGU Mujer</h3><table>
<thead><tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;86 cm</td>
<td>&lt;70 cm</td>
</tr>
<tr>
<td>S</td>
<td>86–90 cm</td>
<td>70–74 cm</td>
</tr>
<tr>
<td>M</td>
<td>90–94 cm</td>
<td>74–78 cm</td>
</tr>
<tr>
<td>L</td>
<td>94–98 cm</td>
<td>78–82 cm</td>
</tr>
<tr>
<td>XL</td>
<td>98–103 cm</td>
<td>82–87 cm</td>
</tr>
</tbody>
</table><p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Apparel & Accessories > Clothing > Activewear > Sports Bras,Ropa Interior,"accesorios, agu, base-layers, ciclismo-chile, essential, ropa-ciclismo-mujer, ropa-interior-ciclismo, sosten-deportivo",true,Talla,XS,,Color,negro,product.metafields.shopify.color-pattern,,,,45322000-000-02,0.0,shopify,1,deny,manual,49990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Blanco.jpg?v=1762463681,1,Sostén deportivo ciclismo mujer AGU Seamless blanco vista frontal,false,,"Sostén deportivo AGU Seamless para ciclismo mujer. Comodidad, soporte y frescura en días calurosos. Tallas XS a L/XL en blanco y negro. Envío a Chile.",5322,,,,,,,,,,,Haces ejercicio cuando hace calor Entonces asegúrate de tener una,,,,,,,tricota-amarillo-trend-solid-yellowtail-mujer; tricota-high-summer-iv-trend-armanagac-mujer; tricota-core-wmn-deep-blue-agu; tricota-mujer-agu-heartless; tricota-ciclismo-mujer-agu-high-summer-iii-jungle; tricota-manga-larga-ciclismo-mujer-agu-trend-oil-flower; tricota-mujer-manga-larga-azul; tricota-mujer-manga-larga-rosado-agu; tricota-manga-larga-six6-merino-bond-mujer; tricota-ciclismo-mujer-agu-floral-cream; tricota-ciclismo-mujer-agu-floral-deep-blue; tricota-ciclismo-mujer-agu-floral-secret; tricota-mujer-agu-rusty-pink; tricota-mujer-six6-solid-merino-bond-agu; tricota-mujer-agu-solid-secret; tricota-mujer-agu-trend-gardening; tricota-mujer-trend-iv-patisserie; tricota-gravel-mujer-agu-venture-cinnabar; tricota-gravel-mujer-agu-venture-leather; tricota-verde-militar-mujer; tricota-ciclismo-mujer-agu-coral; tricota-ciclismo-unisex-agu-trend-solid-negra; tricota-oficial-team-visma-lease-a-bike-2024-mujer; tricota-mujer-agu-rosa-kawaii,,,,,"El Sosten Deportivo de AGU ofrece soporte, ventilación y comodidad para entrenamientos y rutas en bicicleta.
Su tejido ligero de polipropileno y poliéster evacúa rápidamente el sudor, mientras su construcción sin costuras evita irritaciones y se adapta al cuerpo como una segunda piel.
Incorpora tecnología Polygiene Stay Fresh para controlar olores y ventilación de malla que mejora la transpirabilidad en días calurosos.
Ideal para ciclismo, entrenamiento y uso deportivo bajo tricotas.",,,,,,baselayer-ciclismo-sin-mangas-agu-primera-capa-transpirable; baselayer-ciclismo-manga-larga-agu-primera-capa-transpirable-con-polygiene; primera-capa-ciclismo-verano-agu-sin-mangas-blanca; primera-capa-ciclismo-verano-agu-sin-mangas-negra; baselayer-ciclismo-agu-manga-larga-primera-capa-transpirable; baselayer-lana-merino-manga-larga-agu-winterday-primera-capa-ciclismo-gris,,,,,,,,,,,blanco; negro,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Negro_0572eab1-e467-43c3-baf0-69d426d0f0f1.webp?v=1773402819,kg,,,true,,,active
sosten-deportivo-ciclismo-mujer-seamless-agu,,,,,,,,,S/M,,,negro,,,,,45322000-000-03,0.0,shopify,2,deny,manual,49990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-blanco-Atras.jpg?v=1762463685,2,Sostén deportivo AGU Seamless mujer blanco vista trasera ciclismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Negro_0572eab1-e467-43c3-baf0-69d426d0f0f1.webp?v=1773402819,kg,,,,,,
sosten-deportivo-ciclismo-mujer-seamless-agu,,,,,,,,,L/XL,,,blanco,,,,,45322000-001-05,0.0,shopify,1,deny,manual,49990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/45322000_001_model_01_jpg.webp?v=1773402819,3,Sostén deportivo AGU Seamless negro vista trasera ciclismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Blanco.jpg?v=1762463681,kg,,,,,,
sosten-deportivo-ciclismo-mujer-seamless-agu,,,,,,,,,L/XL,,,negro,,,,,45322000-000-05,0.0,shopify,1,deny,manual,49990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Negro_0572eab1-e467-43c3-baf0-69d426d0f0f1.webp?v=1773402819,4,Sostén deportivo AGU Seamless negro vista frontal transpirable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Negro_0572eab1-e467-43c3-baf0-69d426d0f0f1.webp?v=1773402819,kg,,,,,,
sosten-deportivo-ciclismo-mujer-seamless-agu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/45322000_000_model_01_jpg.webp?v=1773402819,5,Sostén deportivo AGU Seamless detalle tejido sin costuras ciclismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sosten-deportivo-ciclismo-mujer-seamless-agu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/45322000_000_model_02_jpg.webp?v=1773402819,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peto-sujetador-black,Sostén Deportivo Ciclismo Mujer AGU | Negro Sin Costuras,"<h3>Sostén Deportivo Ciclismo Mujer AGU Negro Sin Costuras</h3><p>El Sostén Deportivo de Ciclismo Mujer AGU Negro Sin Costuras es la primera capa femenina diseñada específicamente para el uso bajo la ropa de ciclismo. Su construcción sin costuras elimina completamente los puntos de fricción e irritación, ofreciendo una base suave y funcional para las rutas más largas del ciclismo femenino en Chile.</p><h3>Tecnología Sin Costuras para Máximo Confort</h3><p>La construcción seamless utiliza tejido tubular técnico que se adapta perfectamente al contorno del cuerpo sin generar presiones ni roces. El material técnico de alta transpirabilidad evacúa la humedad de forma eficiente, manteniendo la piel seca y confortable durante los esfuerzos más prolongados sobre la bicicleta en cualquier ruta de Chile.</p><h3>Soporte y Comodidad Funcional</h3><p>El nivel de soporte es adecuado para el ciclismo de ruta y entrenamiento, donde la duración en silla puede ser extensa. El tejido elástico en cuatro vías acompaña todos los movimientos del pedaleo. Ideal para usar directamente bajo la tricota como capa de base de verano o como prenda interior durante el año en cualquier condición climática.</p><h3>Para el Ciclismo Femenino en Chile</h3><p>Ideal para temperaturas entre 15°C y 30°C como prenda única bajo la tricota. Compatible con toda la gama de tricotas AGU. Perfecta para las largas horas de entrenamiento de las ciclistas que buscan la máxima comodidad en contacto con la piel durante sus salidas por cualquier ruta de Chile.</p><h3>Guía de Tallas AGU Mujer</h3><table>
<thead><tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;86 cm</td>
<td>&lt;70 cm</td>
</tr>
<tr>
<td>S</td>
<td>86–90 cm</td>
<td>70–74 cm</td>
</tr>
<tr>
<td>M</td>
<td>90–94 cm</td>
<td>74–78 cm</td>
</tr>
<tr>
<td>L</td>
<td>94–98 cm</td>
<td>78–82 cm</td>
</tr>
<tr>
<td>XL</td>
<td>98–103 cm</td>
<td>82–87 cm</td>
</tr>
</tbody>
</table><p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Uncategorized,Ropa Interior,"Accesorios, base-layers, Essential, ropa-ciclismo-mujer",true,Talla,XS,,,,,,,,45322000-000-02,0.0,shopify,1,deny,manual,49990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Negro.webp?v=1762463674,1,Peto Negro,false,,Asegúrate de tener una buena ropa interior que regule la temperatura de tu cuerpo. Este sujetador deportivo sin costuras hace su trabajo a la perfección.,,,,,,,,,,,,Haces ejercicio cuando hace calor Entonces asegúrate de tener una,,,,Team Jumbo Visma,,,,,,,,"¿Haces ejercicio cuando hace calor? Entonces asegúrate de tener una buena ropa interior que regule la temperatura de tu cuerpo. Este sujetador deportivo sin costuras hace su trabajo a la perfección. Te mantienes seca y cómoda. Se respira al máximo.
<ul>
 	<li>Material: Mezcla ligera de polipropileno y poliéster</li>
 	<li>Fabricado sin costuras para un calce perfecto</li>
 	<li>Polygiene permanente, tecnología para el control de olores</li>
 	<li>Ventilación de Malla</li>
</ul>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
peto-sujetador-black,,,,,,,,,S/M,,,,,,,,45322000-000-03,0.0,,2,continue,manual,49990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Negro-atras.jpg?v=1762463679,2,Peto Negro atras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Negro.webp?v=1762463674,kg,,,,,,
peto-sujetador-black,,,,,,,,,L/XL,,,,,,,,45322000-000-05,0.0,shopify,1,deny,manual,49990,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/Peto-Negro.webp?v=1762463674,kg,,,,,,
